Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG46,OUT018,1620.0
DRC01,OUT010,-980.0
FDB15,OUT027,5570.0
NCA17,OUT027,3838.0
FDF10,OUT046,2376.0
FDR26,OUT027,4286.0
FDI02,OUT049,1938.0
NCM54,OUT010,138.0
FDF14,OUT013,2466.0
FDJ33,OUT010,90.0
FDM20,OUT035,4028.0
FDC03,OUT027,4602.0
NCX05,OUT046,1788.0
NCM41,OUT027,2914.0
NCU29,OUT010,450.0
FDQ59,OUT017,1532.0
FDH46,OUT010,-180.0
FDH09,OUT013,894.0
NCD06,OUT045,644.0
FDC15,OUT035,2568.0
DRD37,OUT027,2230.0
FDT28,OUT027,3818.0
FDR28,OUT027,4114.0
FDT38,OUT017,1504.0
FDV34,OUT027,2742.0
FDY52,OUT035,1180.0
FDB34,OUT013,1446.0
DRL23,OUT018,1464.0
DRB24,OUT046,2444.0
FDJ50,OUT046,868.0
FDQ49,OUT035,2660.0
FDP20,OUT035,2136.0
FDV19,OUT027,4038.0
NCR54,OUT045,2988.0
FDO09,OUT010,2276.0
FDS57,OUT018,2020.0
FDN10,OUT049,1986.0
FDV23,OUT049,2090.0
FDY28,OUT049,3546.0
DRG51,OUT013,2646.0
FDD45,OUT019,-420.0
NCL18,OUT027,4438.0
NCM29,OUT013,2114.0
FDF17,OUT027,4554.0
FDE22,OUT017,2668.0
FDQ22,OUT017,752.0
FDS01,OUT013,2910.0
FDW35,OUT027,2170.0
FDJ33,OUT046,1996.0
NCF54,OUT035,2826.0
FDE09,OUT013,1822.0
NCE06,OUT045,2424.0
DRH49,OUT049,1430.0
FDY43,OUT045,2622.0
NCT05,OUT017,4106.0
FDZ34,OUT045,2962.0
FDL38,OUT017,1584.0
FDZ31,OUT017,3178.0
FDR14,OUT035,1010.0
NCN54,OUT049,1354.0
NCC42,OUT027,3650.0
FDK08,OUT017,1750.0
FDP59,OUT013,1802.0
FDV22,OUT035,2704.0
FDD33,OUT035,3840.0
DRE60,OUT027,5006.0
FDK52,OUT046,3560.0
FDA02,OUT017,2496.0
FDM56,OUT049,1846.0
FDE57,OUT035,2400.0
FDM32,OUT045,1378.0
NCQ30,OUT027,3362.0
FDQ27,OUT027,3202.0
FDT60,OUT027,3426.0
FDU43,OUT049,3958.0
NCO55,OUT035,1798.0
FDG02,OUT045,2946.0
FDJ28,OUT013,3090.0
FDP40,OUT045,1766.0
FDJ38,OUT045,3002.0
NCC54,OUT017,3868.0
NCZ41,OUT046,1968.0
FDK38,OUT019,400.0
FDU52,OUT013,2518.0
FDC40,OUT046,1272.0
NCR30,OUT017,1282.0
NCN18,OUT017,1878.0
FDB50,OUT035,1374.0
FDG04,OUT013,3042.0
FDR26,OUT035,2952.0
NCT17,OUT018,2716.0
FDX35,OUT027,5082.0
FDS12,OUT046,1956.0
NCZ29,OUT027,3426.0
FDB38,OUT010,800.0
FDP12,OUT013,746.0
FDP22,OUT046,892.0
FDS26,OUT018,3852.0
FDR52,OUT046,3056.0
DRJ13,OUT046,2532.0
FDU48,OUT027,3530.0
FDE29,OUT035,1098.0
NCT29,OUT049,2006.0
DRK37,OUT018,2776.0
FDK55,OUT046,1396.0
FDR07,OUT046,1504.0
FDO21,OUT027,5070.0
FDK46,OUT049,4214.0
FDB12,OUT045,1638.0
FDT31,OUT027,4450.0
FDJ33,OUT045,1942.0
FDC26,OUT027,3182.0
NCQ02,OUT045,2888.0
FDP08,OUT010,1212.0
FDB11,OUT027,5014.0
FDV55,OUT013,2382.0
FDW20,OUT049,2062.0
NCJ18,OUT019,-86.0
FDC41,OUT018,948.0
FDE14,OUT027,3154.0
FDG35,OUT013,2934.0
FDF45,OUT035,1162.0
FDS19,OUT027,2770.0
FDS58,OUT019,716.0
FDA26,OUT017,3640.0
FDM32,OUT049,1546.0
FDL45,OUT046,1988.0
FDZ55,OUT049,2646.0
FDY37,OUT049,2418.0
FDO46,OUT046,3076.0
FDQ60,OUT046,1924.0
FDA19,OUT018,1836.0
FDL15,OUT046,2420.0
FDM10,OUT018,3116.0
NCL05,OUT017,814.0
DRK49,OUT010,-1142.0
NCE18,OUT027,5414.0
FDG40,OUT049,678.0
DRI59,OUT045,3446.0
FDK28,OUT035,4170.0
NCD06,OUT019,-1198.0
FDO11,OUT019,2100.0
FDK27,OUT046,1892.0
FDT43,OUT027,2286.0
FDD38,OUT018,1468.0
FDA16,OUT049,3594.0
FDL14,OUT027,3954.0
NCM17,OUT049,790.0
FDD20,OUT045,1926.0
FDA40,OUT045,1390.0
FDL43,OUT045,1178.0
FDV15,OUT045,1526.0
FDE52,OUT046,1504.0
NCL17,OUT010,362.0
NCJ31,OUT045,3616.0
FDR60,OUT045,1166.0
NCA18,OUT035,1954.0
FDS21,OUT027,2550.0
FDW09,OUT035,1476.0
FDL26,OUT035,2592.0
FDS47,OUT018,1172.0
FDC39,OUT046,3240.0
FDT51,OUT035,1984.0
FDK40,OUT035,4328.0
NCG19,OUT045,3580.0
FDZ07,OUT046,1044.0
FDF08,OUT027,2942.0
FDO04,OUT013,990.0
FDK41,OUT018,1068.0
FDP15,OUT049,4134.0
NCD43,OUT018,1412.0
NCP18,OUT013,2398.0
FDZ51,OUT046,1540.0
DRH13,OUT035,1886.0
FDF38,OUT045,662.0
NCI43,OUT045,716.0
FDM38,OUT027,2398.0
FDS03,OUT013,1090.0
DRJ47,OUT017,2824.0
FDT50,OUT010,-280.0
FDV02,OUT046,2712.0
NCG18,OUT017,1754.0
FDW52,OUT046,2660.0
FDS40,OUT035,764.0
FDN31,OUT017,3120.0
FDA37,OUT045,1938.0
FDA15,OUT046,3924.0
FDL39,OUT046,2892.0
FDJ53,OUT045,1850.0
FDX22,OUT013,3442.0
NCZ42,OUT045,3672.0
FDD56,OUT027,4282.0
FDD40,OUT017,3240.0
FDS50,OUT013,3542.0
NCN14,OUT013,2938.0
FDT15,OUT013,3010.0
NCS18,OUT027,3162.0
NCO26,OUT010,-90.0
FDF58,OUT018,780.0
NCB19,OUT013,1402.0
FDH26,OUT017,2416.0
DRB24,OUT027,3902.0
FDA49,OUT018,1132.0
FDB32,OUT045,1458.0
FDI36,OUT017,3280.0
NCA17,OUT010,514.0
FDH22,OUT013,2026.0
NCM26,OUT018,2180.0
FDT15,OUT027,4410.0
FDB16,OUT018,1164.0
NCP54,OUT027,3406.0
FDJ36,OUT013,1730.0
FDO28,OUT045,1826.0
FDU09,OUT013,998.0
FDF29,OUT017,2232.0
FDY08,OUT013,2302.0
DRJ59,OUT018,400.0
FDT23,OUT027,2786.0
FDU15,OUT018,468.0
FDT47,OUT013,1686.0
FDI53,OUT019,660.0
FDR59,OUT018,3940.0
FDD53,OUT035,822.0
FDY51,OUT017,3574.0
FDT04,OUT049,742.0
FDU51,OUT049,2954.0
FDG14,OUT035,2616.0
NCU06,OUT045,3520.0
DRG25,OUT046,2940.0
DRH49,OUT035,1516.0
FDN15,OUT035,2366.0
FDL43,OUT018,996.0
NCT18,OUT049,2950.0
NCB31,OUT013,4110.0
FDK57,OUT035,2052.0
FDY04,OUT019,744.0
NCP54,OUT046,1900.0
FDF41,OUT013,3870.0
FDM01,OUT045,1614.0
FDW03,OUT045,1650.0
FDF28,OUT045,1934.0
FDY37,OUT017,2436.0
FDQ03,OUT017,3914.0
FDP51,OUT027,3418.0
FDJ40,OUT017,1950.0
FDC32,OUT049,1578.0
DRI49,OUT027,2734.0
NCW54,OUT017,994.0
FDF09,OUT017,752.0
FDP45,OUT018,3772.0
DRJ23,OUT018,2736.0
FDS59,OUT017,1942.0
FDY08,OUT046,2196.0
FDX16,OUT049,2454.0
FDY16,OUT018,2748.0
FDK32,OUT035,2636.0
FDQ22,OUT013,726.0
NCC31,OUT018,2212.0
FDG58,OUT049,2598.0
DRF48,OUT013,3082.0
DRH36,OUT049,1310.0
NCR30,OUT035,1330.0
FDB03,OUT019,1904.0
FDZ28,OUT027,3530.0
FDR35,OUT017,3260.0
DRD15,OUT027,5118.0
FDJ33,OUT019,104.0
FDA56,OUT010,68.0
FDP56,OUT046,768.0
NCT30,OUT046,728.0
FDK15,OUT017,1692.0
FDH44,OUT018,2164.0
FDV01,OUT013,2570.0
DRG03,OUT017,2528.0
FDG50,OUT027,2898.0
FDR16,OUT010,1566.0
FDZ60,OUT046,1676.0
DRG03,OUT045,2366.0
FDS56,OUT018,3972.0
FDU33,OUT045,694.0
DRD27,OUT035,1768.0
FDW22,OUT046,3572.0
DRA24,OUT045,2570.0
FDF38,OUT049,826.0
FDX48,OUT013,2562.0
FDS58,OUT018,2380.0
FDC32,OUT046,1448.0
NCQ29,OUT045,3992.0
DRK39,OUT018,1136.0
NCS38,OUT017,1912.0
DRO47,OUT013,1838.0
DRG27,OUT027,2150.0
FDC57,OUT027,4538.0
FDS55,OUT046,2300.0
NCJ06,OUT018,1636.0
FDO01,OUT019,232.0
NCM55,OUT045,2820.0
FDC52,OUT049,2602.0
FDQ15,OUT045,1250.0
NCT30,OUT027,2194.0
NCR42,OUT027,1982.0
FDD28,OUT035,1096.0
FDQ34,OUT049,1734.0
FDZ12,OUT027,3714.0
DRE13,OUT019,-512.0
NCN07,OUT019,186.0
FDM28,OUT035,2998.0
FDI10,OUT017,2882.0
FDQ25,OUT013,2822.0
FDA38,OUT010,1936.0
DRI13,OUT049,3538.0
FDY20,OUT027,2954.0
NCZ53,OUT035,3078.0
NCM31,OUT013,2310.0
DRB01,OUT017,3100.0
DRF37,OUT046,4132.0
NCF42,OUT049,2834.0
FDF16,OUT018,2100.0
FDB41,OUT013,886.0
FDR34,OUT013,3714.0
FDR15,OUT018,2284.0
NCV42,OUT019,-146.0
FDW51,OUT035,3532.0
FDU36,OUT017,1676.0
FDX60,OUT049,1402.0
FDY03,OUT035,1994.0
FDW55,OUT045,3922.0
FDT01,OUT010,1496.0
FDG58,OUT013,2566.0
FDK21,OUT017,4050.0
NCS41,OUT019,976.0
FDS10,OUT045,2810.0
NCT53,OUT046,2576.0
FDJ28,OUT018,2788.0
FDX44,OUT045,1326.0
FDT20,OUT018,404.0
FDO44,OUT017,1874.0
NCX17,OUT049,3762.0
FDY01,OUT017,1996.0
FDJ12,OUT027,4826.0
DRK35,OUT018,360.0
FDD47,OUT019,764.0
NCM53,OUT035,1810.0
FDO45,OUT013,1526.0
NCM42,OUT010,-142.0
FDE04,OUT046,2900.0
NCI30,OUT027,5322.0
FDZ19,OUT013,2802.0
FDW57,OUT013,2922.0
FDA25,OUT013,1758.0
FDT22,OUT046,916.0
FDP51,OUT013,1998.0
FDD48,OUT027,3314.0
FDY39,OUT035,3096.0
FDO48,OUT010,1704.0
FDD23,OUT027,4458.0
DRN35,OUT027,2070.0
FDT01,OUT035,3548.0
FDC20,OUT010,-956.0
DRJ35,OUT035,1180.0
FDB32,OUT046,1484.0
FDL24,OUT046,2796.0
NCV42,OUT035,1906.0
FDZ46,OUT046,1720.0
FDC15,OUT013,2482.0
FDD08,OUT019,-1272.0
FDY50,OUT049,1514.0
FDD36,OUT013,1962.0
FDG57,OUT027,2250.0
FDL21,OUT018,508.0
FDN16,OUT027,3142.0
FDJ09,OUT027,2250.0
FDS01,OUT010,988.0
FDV33,OUT017,4280.0
DRE12,OUT017,1948.0
FDR07,OUT013,1602.0
FDP48,OUT010,1088.0
NCB55,OUT035,1020.0
FDQ08,OUT013,1094.0
FDR34,OUT035,3852.0
FDO33,OUT046,1764.0
FDP13,OUT045,586.0
FDX12,OUT049,4006.0
NCT06,OUT049,2722.0
FDR16,OUT019,1460.0
FDE36,OUT046,2656.0
FDZ36,OUT049,3082.0
FDV13,OUT045,1410.0
NCZ17,OUT035,722.0
FDU56,OUT045,2866.0
FDM09,OUT035,2888.0
FDV02,OUT017,2836.0
FDS34,OUT018,1620.0
FDA11,OUT049,1630.0
FDP09,OUT017,3452.0
FDB29,OUT027,3346.0
FDT19,OUT017,2876.0
DRH15,OUT017,836.0
FDY38,OUT046,3700.0
FDF14,OUT027,3874.0
FDN48,OUT010,-392.0
FDQ12,OUT013,3690.0
NCJ43,OUT045,2644.0
FDE17,OUT019,592.0
FDB05,OUT035,4048.0
FDH10,OUT045,2962.0
NCR06,OUT017,780.0
FDU32,OUT018,1716.0
FDD56,OUT049,2886.0
FDO36,OUT018,2620.0
FDH16,OUT010,-402.0
FDX10,OUT018,396.0
FDZ37,OUT017,1616.0
FDU31,OUT010,1630.0
DRC49,OUT049,2350.0
FDL15,OUT045,2334.0
FDN32,OUT019,1000.0
DRH59,OUT027,2662.0
NCU29,OUT049,2414.0
FDR37,OUT019,1008.0
FDS14,OUT018,2252.0
FDU02,OUT027,5018.0
FDJ08,OUT035,3168.0
NCZ06,OUT045,3872.0
FDO31,OUT049,1474.0
FDH31,OUT018,1500.0
FDS58,OUT017,2720.0
NCA53,OUT027,2254.0
FDF50,OUT046,3092.0
NCW42,OUT049,3586.0
NCQ17,OUT045,2344.0
FDK51,OUT018,3940.0
NCW41,OUT010,630.0
NCR29,OUT017,976.0
FDB08,OUT019,668.0
FDA40,OUT027,2890.0
FDL14,OUT018,2316.0
FDB47,OUT046,3244.0
FDO03,OUT035,3816.0
DRK13,OUT019,1176.0
FDX13,OUT010,2044.0
FDF52,OUT046,2868.0
FDT11,OUT013,3094.0
FDB08,OUT013,2606.0
FDQ28,OUT018,2284.0
FDD29,OUT045,3906.0
NCQ29,OUT027,5530.0
NCO02,OUT013,1090.0
FDR56,OUT010,1256.0
NCM54,OUT049,2074.0
FDP51,OUT035,2054.0
FDT38,OUT013,1426.0
FDZ20,OUT018,3756.0
FDJ53,OUT013,1966.0
FDX13,OUT049,4030.0
FDP58,OUT035,3600.0
NCK31,OUT019,-1074.0
FDA35,OUT018,1788.0
FDV37,OUT018,2940.0
NCO07,OUT027,4810.0
FDA20,OUT045,2878.0
FDZ59,OUT035,2844.0
NCY17,OUT017,822.0
FDQ28,OUT035,2632.0
FDV35,OUT017,2536.0
FDQ36,OUT013,706.0
FDD34,OUT018,2356.0
FDK51,OUT045,4114.0
FDV31,OUT035,2912.0
FDR04,OUT035,1700.0
FDR14,OUT049,962.0
DRC36,OUT010,960.0
FDE39,OUT019,28.0
FDP57,OUT049,1782.0
FDE57,OUT046,2232.0
NCN18,OUT046,1744.0
NCQ05,OUT018,2148.0
FDW47,OUT035,2050.0
FDV46,OUT035,2356.0
NCP29,OUT045,892.0
FDE09,OUT018,1532.0
NCU06,OUT027,5042.0
FDT19,OUT010,888.0
DRF15,OUT017,2538.0
DRI51,OUT013,2770.0
NCX54,OUT013,1698.0
DRE01,OUT013,3826.0
NCB07,OUT045,2968.0
FDU50,OUT035,2036.0
FDG40,OUT035,716.0
FDW10,OUT018,2540.0
FDX51,OUT013,3194.0
NCP17,OUT045,960.0
FDP21,OUT035,3172.0
FDL04,OUT045,1582.0
FDV23,OUT013,2006.0
FDF24,OUT046,1356.0
FDH56,OUT027,3322.0
FDB51,OUT049,1114.0
FDI58,OUT027,3042.0
FDR20,OUT013,922.0
FDC51,OUT018,1796.0
FDB16,OUT027,2850.0
FDE40,OUT049,1142.0
NCM17,OUT035,830.0
FDU56,OUT035,3086.0
FDS32,OUT019,416.0
FDX02,OUT049,3646.0
FDT39,OUT027,3946.0
FDE35,OUT017,1116.0
NCI42,OUT019,1410.0
DRL23,OUT046,1684.0
FDA10,OUT046,1908.0
FDA11,OUT013,1590.0
NCM06,OUT046,2392.0
NCT05,OUT035,4182.0
NCQ02,OUT010,1086.0
NCY06,OUT049,2134.0
FDY56,OUT035,3736.0
FDL02,OUT035,1858.0
NCI06,OUT035,2928.0
FDQ14,OUT045,2290.0
FDQ12,OUT017,3708.0
FDP36,OUT046,892.0
FDK21,OUT027,5418.0
FDO40,OUT045,2270.0
NCK54,OUT019,-98.0
FDY09,OUT018,2564.0
NCW30,OUT049,4194.0
NCC55,OUT027,2042.0
FDE58,OUT018,1668.0
FDR39,OUT013,2970.0
FDU28,OUT049,3106.0
FDH08,OUT017,3708.0
FDG35,OUT045,2794.0
FDG22,OUT049,758.0
FDC34,OUT035,2648.0
FDP15,OUT018,3780.0
FDK34,OUT010,1928.0
FDU45,OUT035,2050.0
FDQ04,OUT027,2106.0
FDX22,OUT018,3132.0
FDB45,OUT017,1778.0
NCH43,OUT027,4838.0
DRE60,OUT046,3480.0
FDD17,OUT027,5186.0
NCM54,OUT017,2110.0
NCH55,OUT013,2066.0
NCT06,OUT017,2710.0
FDA48,OUT027,4930.0
FDY58,OUT027,5050.0
FDO25,OUT045,3226.0
FDN50,OUT045,1518.0
FDH35,OUT035,2764.0
FDK09,OUT045,3486.0
FDO16,OUT013,1390.0
FDW11,OUT045,954.0
FDU47,OUT027,3730.0
NCQ42,OUT010,158.0
FDK55,OUT027,2898.0
FDN08,OUT049,2014.0
FDT57,OUT045,3674.0
FDJ12,OUT018,3092.0
DRL59,OUT017,980.0
NCN53,OUT046,540.0
FDO51,OUT010,-1060.0
FDK56,OUT017,3080.0
FDY12,OUT035,1042.0
FDU15,OUT035,834.0
FDQ19,OUT046,3884.0
DRF15,OUT045,2378.0
DRE25,OUT019,-432.0
FDK57,OUT018,1668.0
FDD33,OUT010,1790.0
FDR34,OUT027,5130.0
FDU04,OUT045,1886.0
FDE35,OUT019,-828.0
NCD31,OUT035,2702.0
FDJ56,OUT035,1698.0
NCU53,OUT046,2568.0
FDD39,OUT035,3528.0
NCU17,OUT019,-282.0
FDJ20,OUT046,1980.0
NCW41,OUT018,2244.0
FDL52,OUT035,842.0
FDS39,OUT035,2394.0
DRJ47,OUT045,2674.0
FDP13,OUT010,-1200.0
DRK39,OUT010,-500.0
FDF28,OUT010,196.0
FDB09,OUT045,1910.0
FDM51,OUT046,1656.0
DRM49,OUT018,552.0
DRF23,OUT013,2830.0
DRH01,OUT035,2864.0
FDH12,OUT027,3146.0
FDA28,OUT019,156.0
FDW37,OUT018,1204.0
FDF02,OUT046,1620.0
DRL37,OUT046,712.0
NCF43,OUT046,2220.0
FDH08,OUT010,1734.0
FDR34,OUT019,1796.0
NCK19,OUT049,3138.0
NCD55,OUT018,444.0
FDT27,OUT049,3834.0
FDQ57,OUT045,2282.0
FDA47,OUT035,2764.0
DRG15,OUT027,2494.0
FDE05,OUT018,2148.0
FDN46,OUT046,1628.0
FDX27,OUT027,2994.0
FDT51,OUT045,1750.0
FDU33,OUT013,822.0
FDJ16,OUT027,2410.0
FDD20,OUT019,108.0
FDT36,OUT049,670.0
DRF15,OUT027,3886.0
FDN52,OUT010,-440.0
FDC22,OUT027,4510.0
FDX15,OUT045,2438.0
FDT13,OUT013,3034.0
FDU04,OUT017,2078.0
FDU31,OUT019,1576.0
FDW59,OUT027,2850.0
NCO29,OUT046,2568.0
FDL15,OUT035,2556.0
FDI41,OUT049,2470.0
FDQ48,OUT049,1758.0
DRI39,OUT013,954.0
FDI08,OUT013,4070.0
FDC21,OUT049,1918.0
FDF58,OUT035,1180.0
FDS08,OUT010,930.0
FDE47,OUT045,1882.0
NCP18,OUT019,498.0
NCR41,OUT013,1602.0
FDA27,OUT013,4138.0
FDA43,OUT035,3198.0
FDA49,OUT045,1302.0
NCE55,OUT018,2532.0
DRM49,OUT027,2262.0
FDF22,OUT027,4826.0
FDQ15,OUT018,1092.0
NCS54,OUT017,2862.0
NCY05,OUT013,638.0
FDR45,OUT046,3772.0
FDK57,OUT049,2042.0
FDF41,OUT010,1984.0
FDV21,OUT046,1940.0
FDD51,OUT046,724.0
FDF33,OUT046,1748.0
FDA38,OUT046,3736.0
FDR56,OUT045,3058.0
NCN41,OUT017,2012.0
FDC60,OUT027,2898.0
FDB47,OUT045,3194.0
DRH01,OUT013,2822.0
FDW08,OUT046,1644.0
FDF38,OUT027,2186.0
FDY32,OUT017,2656.0
FDG34,OUT049,1926.0
FDG47,OUT019,2192.0
NCF18,OUT035,3094.0
FDL39,OUT019,1012.0
NCH55,OUT035,2126.0
DRJ35,OUT049,1106.0
FDS44,OUT035,3942.0
DRE01,OUT018,3520.0
FDY39,OUT013,3034.0
FDY32,OUT018,2284.0
FDR33,OUT027,3230.0
NCP50,OUT049,1402.0
FDZ47,OUT018,1412.0
FDU57,OUT049,2558.0
FDY44,OUT013,3202.0
DRH59,OUT018,960.0
FDB03,OUT027,5258.0
FDY46,OUT045,2882.0
FDM39,OUT045,2714.0
FDY36,OUT035,1360.0
NCM55,OUT035,3022.0
FDJ50,OUT010,-992.0
DRL60,OUT013,2454.0
NCJ54,OUT049,3742.0
FDX59,OUT017,680.0
FDI07,OUT013,3274.0
DRF51,OUT010,-1272.0
FDM14,OUT017,1882.0
FDP21,OUT045,2950.0
FDE40,OUT035,1222.0
FDE05,OUT035,2552.0
FDM13,OUT027,3562.0
FDC34,OUT027,3962.0
NCI55,OUT018,1708.0
NCE43,OUT018,2380.0
FDW58,OUT018,1492.0
FDG60,OUT045,3614.0
FDV31,OUT017,2890.0
FDR47,OUT013,3122.0
FDM60,OUT019,-1140.0
NCF06,OUT018,3804.0
NCN26,OUT027,3310.0
FDQ59,OUT049,1558.0
FDF09,OUT046,604.0
NCS06,OUT017,4258.0
FDT44,OUT046,1848.0
FDI19,OUT017,3968.0
FDT22,OUT017,1064.0
NCF54,OUT027,4126.0
DRG25,OUT045,2878.0
FDB59,OUT017,3250.0
FDQ37,OUT017,3168.0
FDP56,OUT035,932.0
FDW44,OUT035,2928.0
FDJ26,OUT010,1570.0
FDU43,OUT018,3564.0
FDW33,OUT045,1578.0
NCX53,OUT027,3726.0
FDN56,OUT010,468.0
DRF15,OUT049,2530.0
FDO33,OUT017,1930.0
FDZ39,OUT010,-130.0
NCJ19,OUT017,974.0
FDU01,OUT035,3146.0
FDT12,OUT035,3746.0
NCM18,OUT018,724.0
FDP19,OUT017,2144.0
NCR42,OUT049,638.0
FDN10,OUT046,1880.0
FDG44,OUT017,1010.0
FDQ10,OUT046,2696.0
DRH13,OUT049,1798.0
FDT52,OUT013,3974.0
FDM56,OUT045,1686.0
NCO43,OUT010,-258.0
NCV29,OUT035,2932.0
NCF06,OUT013,4134.0
FDO50,OUT035,1624.0
FDT59,OUT013,3690.0
FDX40,OUT027,2058.0
FDE50,OUT017,3128.0
FDX51,OUT017,3288.0
NCD30,OUT018,1324.0
FDK15,OUT013,1642.0
FDL12,OUT045,946.0
FDK46,OUT017,4204.0
DRH49,OUT010,-528.0
FDQ57,OUT046,2340.0
FDY59,OUT017,1624.0
FDO09,OUT018,3924.0
NCG30,OUT035,2106.0
FDM09,OUT017,2822.0
NCN17,OUT027,3066.0
NCS42,OUT013,1466.0
FDD02,OUT019,12.0
FDE34,OUT013,2930.0
FDU38,OUT045,2946.0
FDB33,OUT046,2480.0
NCJ29,OUT017,1486.0
FDZ27,OUT035,966.0
FDI40,OUT013,1686.0
FDG22,OUT013,754.0
FDT51,OUT017,1946.0
FDF20,OUT018,2892.0
FDV50,OUT035,2084.0
FDT02,OUT049,738.0
DRC49,OUT017,2402.0
FDF26,OUT049,2574.0
FDV52,OUT035,2078.0
FDX59,OUT049,694.0
FDV25,OUT035,3654.0
FDW23,OUT027,2090.0
FDE53,OUT018,1476.0
FDA19,OUT017,2188.0
FDH22,OUT046,1960.0
NCO41,OUT013,1606.0
FDX12,OUT017,4006.0
FDF17,OUT013,3166.0
FDS11,OUT045,3482.0
FDR51,OUT035,2566.0
FDT49,OUT010,-212.0
FDC56,OUT013,1946.0
FDR13,OUT027,3374.0
FDQ60,OUT035,2100.0
FDN38,OUT049,4058.0
NCL29,OUT013,2506.0
FDO13,OUT027,4050.0
FDE26,OUT018,2020.0
FDA31,OUT010,828.0
FDX14,OUT035,1350.0
FDA34,OUT045,2694.0
FDF26,OUT013,2546.0
FDE38,OUT045,2554.0
DRI11,OUT046,1792.0
FDQ60,OUT027,3382.0
FDL21,OUT027,2186.0
DRC12,OUT027,4502.0
FDC47,OUT046,3544.0
FDE57,OUT045,2154.0
FDT14,OUT045,1866.0
NCZ53,OUT046,2952.0
FDE28,OUT018,3428.0
FDR19,OUT035,2450.0
NCF54,OUT019,812.0
FDZ08,OUT046,1348.0
NCJ05,OUT018,2180.0
FDF59,OUT046,1996.0
NCO05,OUT035,1720.0
FDW24,OUT018,564.0
NCX42,OUT018,2372.0
NCA53,OUT035,930.0
FDI45,OUT019,904.0
FDG46,OUT046,1840.0
FDM20,OUT010,1990.0
FDW11,OUT010,-866.0
FDX08,OUT035,2980.0
NCK17,OUT035,802.0
FDK32,OUT018,2236.0
NCA42,OUT035,2670.0
DRI01,OUT035,2878.0
NCL55,OUT049,4078.0
DRE25,OUT018,1264.0
FDD14,OUT017,2968.0
FDB10,OUT046,3692.0
DRN11,OUT035,2416.0
FDP38,OUT018,596.0
NCA30,OUT017,3046.0
FDT15,OUT017,3086.0
NCP55,OUT018,692.0
FDF12,OUT035,2494.0
FDM21,OUT018,3788.0
FDX56,OUT035,3456.0
FDF10,OUT017,2464.0
FDT32,OUT045,2966.0
FDM51,OUT018,1452.0
NCR50,OUT018,2196.0
FDI19,OUT049,3934.0
FDX21,OUT017,1814.0
FDR31,OUT035,2502.0
FDY02,OUT013,4218.0
NCA29,OUT045,2604.0
NCX17,OUT046,3588.0
FDM12,OUT045,2974.0
FDI53,OUT027,4038.0
NCU30,OUT049,2686.0
FDC56,OUT027,3358.0
FDK27,OUT018,1732.0
NCK18,OUT017,2742.0
FDB52,OUT019,2164.0
DRG25,OUT027,4454.0
FDZ13,OUT049,990.0
FDB57,OUT019,1704.0
FDR40,OUT046,1388.0
NCO14,OUT019,-1190.0
NCN19,OUT045,2926.0
FDQ28,OUT019,616.0
FDO13,OUT018,2364.0
FDK48,OUT013,1314.0
FDU07,OUT018,2172.0
FDW20,OUT046,1960.0
FDV12,OUT010,-228.0
FDH24,OUT013,2574.0
FDV59,OUT049,3522.0
FDK57,OUT045,1842.0
FDL16,OUT027,2162.0
NCQ17,OUT046,2392.0
FDJ15,OUT018,2748.0
FDX24,OUT049,1622.0
FDT47,OUT046,1596.0
FDT10,OUT049,1150.0
FDZ37,OUT018,1260.0
FDW43,OUT027,5146.0
DRN36,OUT017,1656.0
FDJ14,OUT045,1298.0
FDA32,OUT013,3494.0
FDJ38,OUT019,1184.0
FDQ57,OUT017,2452.0
NCQ41,OUT019,1086.0
FDG56,OUT049,1134.0
DRC13,OUT027,3518.0
FDV55,OUT035,2444.0
FDQ49,OUT045,2486.0
FDE29,OUT010,-938.0
FDR03,OUT013,3386.0
FDD45,OUT049,1578.0
FDN38,OUT010,2088.0
FDT56,OUT046,960.0
FDT48,OUT045,3118.0
FDU03,OUT049,3022.0
FDC56,OUT010,-16.0
NCO43,OUT027,3026.0
FDQ27,OUT017,1808.0
FDR03,OUT046,3324.0
DRH23,OUT010,-1042.0
FDG22,OUT045,618.0
NCJ42,OUT013,1702.0
FDR24,OUT046,1488.0
FDW60,OUT035,3004.0
FDJ08,OUT013,3038.0
DRL59,OUT018,624.0
FDG60,OUT010,1794.0
FDW27,OUT017,2616.0
FDX14,OUT018,988.0
FDC20,OUT013,982.0
NCS29,OUT018,3868.0
FDJ56,OUT046,1540.0
FDB20,OUT019,-668.0
FDL28,OUT027,5138.0
FDW01,OUT018,2164.0
FDL03,OUT046,3180.0
FDX22,OUT049,3466.0
FDJ21,OUT035,2512.0
FDR31,OUT045,2314.0
FDG21,OUT035,2586.0
FDS22,OUT027,2242.0
FDK08,OUT035,1772.0
FDE17,OUT018,2236.0
NCN30,OUT017,1626.0
FDT50,OUT046,1580.0
NCX42,OUT049,2678.0
FDJ12,OUT035,3486.0
NCA18,OUT027,3298.0
FDP23,OUT019,1540.0
FDX12,OUT013,3938.0
FDN40,OUT018,2188.0
FDV48,OUT035,1468.0
NCY54,OUT013,2706.0
FDL16,OUT010,-1186.0
FDR45,OUT018,3556.0
FDJ52,OUT046,2544.0
